Time,LeftFeedback_ForceFrontOuter,LeftFeedback_ForceFrontInner,LeftFeedback_ForceRear,LeftFeedback_ImuQuatX,LeftFeedback_ImuQuatY,LeftFeedback_ImuQuatZ,LeftFeedback_ImuQuatW,LeftFeedback_ImuAccelX,LeftFeedback_ImuAccelY,LeftFeedback_ImuAccelZ,LeftFeedback_ImuRateX,LeftFeedback_ImuRateY,LeftFeedback_ImuRateZ,LeftFeedback_VelocityCmdRear,LeftFeedback_VelocityCmdFront,LeftFeedback_SkateFault,LeftFeedback_PositionFiltRear,LeftFeedback_PositionFiltFront,LeftFeedback_VelocityFiltRear,LeftFeedback_VelocityFiltFront,LeftFeedback_DeadManEnable,LeftFeedback_ControllerTargetRear,LeftFeedback_ControllerTargetFront,LeftFeedback_SkateMode,LeftFeedback_DebugInt1,LeftFeedback_DebugInt2,LeftFeedback_DebugInt3,LeftFeedback_DebugInt4,LeftFeedback_DebugFloat1,LeftFeedback_DebugFloat2,RightFeedback_ForceFrontOuter,RightFeedback_ForceFrontInner,RightFeedback_ForceRear,RightFeedback_ImuQuatX,RightFeedback_ImuQuatY,RightFeedback_ImuQuatZ,RightFeedback_ImuQuatW,RightFeedback_ImuAccelX,RightFeedback_ImuAccelY,RightFeedback_ImuAccelZ,RightFeedback_ImuRateX,RightFeedback_ImuRateY,RightFeedback_ImuRateZ,RightFeedback_VelocityCmdRear,RightFeedback_VelocityCmdFront,RightFeedback_SkateFault,RightFeedback_PositionFiltRear,RightFeedback_PositionFiltFront,RightFeedback_VelocityFiltRear,RightFeedback_VelocityFiltFront,RightFeedback_DeadManEnable,RightFeedback_ControllerTargetRear,RightFeedback_ControllerTargetFront,RightFeedback_SkateMode,RightFeedback_DebugInt1,RightFeedback_DebugInt2,RightFeedback_DebugInt3,RightFeedback_DebugInt4,RightFeedback_DebugFloat1,RightFeedback_DebugFloat2,LeftCommand_CommandTarget,RightCommand_CommandTarget,NormalizedForce_LeftNormalFrontOuter,NormalizedForce_LeftNormalFrontInner,NormalizedForce_LeftNormalRear,NormalizedForce_RightNormalFrontOuter,NormalizedForce_RightNormalFrontInner,NormalizedForce_RightNormalRear,NormalizedForce_RightNormalTotal,NormalizedForce_LeftNormalTotal,NormalizedForce_NormalTotal,PoundsValues_LeftForceFrontOuter,PoundsValues_LeftForceFrontInner,PoundsValues_LeftForceRear,PoundsValues_RightForceFrontOuter,PoundsValues_RightForceFrontInner,PoundsValues_RightForceRear,PoundsValues_RightTotal,PoundsValues_LeftTotal,PoundsValues_Total,CentreOfMassKinect_X,CentreOfMassKinect_Y,CentreOfMassKinect_Z,HipLeft_X,HipLeft_Y,HipLeft_Z,HipRight_X,HipRight_Y,HipRight_Z,FootLeft_X,FootLeft_Y,FootLeft_Z,FootRight_X,FootRight_Y,FootRight_Z,UserPositionOffset
0.194183588027954,258,285,431,20589,-15553,14882,208,0.121592916548252,0.180911585688591,1.1516672372818,-0.00746172154322267,0.0531889349222183,-0.00527178263291717,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,136,5160,9988,7348,0,0,213,357,494,-664,-63,-29772,-741,0.00849724374711514,-0.0593856796622276,1.0250483751297,0.353018641471863,-1.21633160114288,0.333986163139343,0,0,0,0,6.32035092665295e-12,-1.02294787895712e-43,-4.80097454846895e-11,0,0,0,5,120,4844,9996,3663,0,0,0,0,0.0452069938182831,0.112765930593014,0.305689603090286,0.0279432833194733,0.213415920734406,0.393601715564728,0.634960949420929,0.463662534952164,1.09862339496613,6.60938930511475,16.4866943359375,44.6926765441895,3.83926391601563,31.2020053863525,57.5456771850586,92.5869445800781,67.7887573242188,160.375701904297,0.285264451842272,-0.12414079911625,-0.0591283838475597,0.177186548807025,-0.128697003882454,-0.0553257240833598,0.369790489582292,-0.227019416526527,-0.0379051669072563,0.177183138243262,-0.128697003894982,-0.983823770952096,0.369787079018527,-0.227019416539054,-0.966403213775992,-0.273488519194659
0.201197624206543,259,285,429,20589,-15553,14882,208,0.121809780597687,0.180681973695755,1.15217792987823,0.0962829813361168,0.121989220380783,0.00146396853961051,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,144,5092,10036,7349,0,0,213,357,494,-664,-63,-29772,-741,0.00849724374711514,-0.0593856796622276,1.0250483751297,0.353018641471863,-1.21633160114288,0.333986163139343,0,0,0,0,6.32035092665295e-12,-1.02294787895712e-43,-4.80097454846895e-11,0,0,0,5,120,4844,9996,3663,0,0,0,0,0.0452069938182831,0.112765930593014,0.305689603090286,0.0279432833194733,0.213415920734406,0.393601715564728,0.634960949420929,0.463662534952164,1.09862339496613,6.60938930511475,16.4866943359375,44.6926765441895,3.83926391601563,31.2020053863525,57.5456771850586,92.5869445800781,67.7887573242188,160.375701904297,0.295093496184313,-0.133606463741417,-0.0564227370568733,0.193318668621417,-0.140386458786104,-0.0561973653710427,0.38562234545722,-0.239103190160064,-0.0312681400997648,0.193315258057652,-0.140386458798632,-0.984695412239779,0.385618934893456,-0.239103190172591,-0.959766186968501,-0.273488519194659
0.211089611053467,258,286,426,20589,-15554,14883,207,0.122033916413784,0.18074357509613,1.15202915668488,0.0349785797297955,0.021657707169652,0.0369259342551231,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,136,5144,9988,7350,0,0,213,359,487,-664,-63,-29772,-741,0.00849724374711514,-0.0593856796622276,1.0250483751297,0.353018641471863,-1.21633160114288,0.333986163139343,0,0,0,0,5.80963359017583e-12,-1.02294787895712e-43,-5.50707847379872e-11,0,0,0,5,144,5096,10028,3663,0,0,0,0,0.0452069938182831,0.114374220371246,0.298173666000366,0.0279432833194733,0.216459050774574,0.381165742874146,0.625568091869354,0.457754880189896,1.08332300186157,6.8321967124939,16.4866943359375,44.2531356811523,4.08538627624512,31.2020053863525,57.1416358947754,92.4290313720703,67.5720291137695,160.001052856445,0.295093496184313,-0.133606463741417,-0.0564227370568733,0.193318668621417,-0.140386458786104,-0.0561973653710427,0.38562234545722,-0.239103190160064,-0.0312681400997648,0.193315258057652,-0.140386458798632,-0.984695412239779,0.385618934893456,-0.239103190172591,-0.959766186968501,-0.289470507039318
0.221447467803955,259,286,428,20588,-15554,14883,208,0.121789611876011,0.180437818169594,1.15203058719635,0.181635916233063,-0.0923659354448318,0.18966469168663,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,136,5176,10040,7351,0,0,212,358,495,-664,-68,-29772,-741,0.00823953095823526,-0.0588563233613968,1.02490103244781,0.390480488538742,-1.35608375072479,0.483841925859451,0,0,0,0,5.26229754216345e-12,-1.02294787895712e-43,-6.00954563889644e-11,0,0,0,5,116,4724,10000,3664,0,0,0,0,0.0452069938182831,0.114374220371246,0.298173666000366,0.0279432833194733,0.216459050774574,0.381165742874146,0.625568091869354,0.457754880189896,1.08332300186157,6.8321967124939,16.4866943359375,44.2531356811523,4.08538627624512,31.2020053863525,57.1416358947754,92.4290313720703,67.5720291137695,160.001052856445,0.295093496184313,-0.133606463741417,-0.0564227370568733,0.193318668621417,-0.140386458786104,-0.0561973653710427,0.38562234545722,-0.239103190160064,-0.0312681400997648,0.193315258057652,-0.140386458798632,-0.984695412239779,0.385618934893456,-0.239103190172591,-0.959766186968501,-0.289470507039318
0.231158494949341,259,286,411,20589,-15553,14883,208,0.121781378984451,0.180364400148392,1.15191876888275,0.00407927529886365,0.0270271878689528,0.0826960206031799,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,144,5152,9984,7352,0,0,213,358,494,-664,-68,-29772,-741,0.00823953095823526,-0.0588563233613968,1.02490103244781,0.390480488538742,-1.35608375072479,0.483841925859451,0,0,0,0,4.61994591888226e-12,-1.02294787895712e-43,-6.37579364304308e-11,0,0,0,5,144,5228,10008,3664,0,0,0,0,0.0467309542000294,0.114374220371246,0.275625854730606,0.0279432833194733,0.214937478303909,0.390838176012039,0.633718967437744,0.43673101067543,1.07044994831085,6.8321967124939,16.7218322753906,44.0333671569824,3.83926391601563,31.4244632720947,57.3436584472656,92.6073837280273,67.5873947143555,160.194778442383,0.275773723463976,-0.137611314725037,-0.0574424208338509,0.168944415870117,-0.143129971779666,-0.0549043070893674,0.35641071817162,-0.251528437841305,-0.0320859038930542,0.168941005306352,-0.143129971792194,-0.983402353958104,0.356407307607856,-0.251528437853833,-0.96058395076179,-0.289470507039318
0.241114616394043,259,286,428,20588,-15554,14883,208,0.121718212962151,0.180273413658142,1.15184676647186,0.0308644007891417,0.123786978423595,0.13261990249157,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,144,5180,10020,7353,0,0,213,358,495,-664,-75,-29772,-740,0.00832609925419092,-0.0581547059118748,1.0239349603653,0.362810730934143,-1.15682244300842,0.614088535308838,0,0,0,0,3.99821972404957e-12,-1.02294787895712e-43,-6.56164497736533e-11,0,0,0,5,120,4912,10000,3665,0,0,0,0,0.0467309542000294,0.114374220371246,0.275625854730606,0.0279432833194733,0.214937478303909,0.390838176012039,0.633718967437744,0.43673101067543,1.07044994831085,6.8321967124939,16.7218322753906,44.0333671569824,3.83926391601563,31.4244632720947,57.3436584472656,92.6073837280273,67.5873947143555,160.194778442383,0.275773723463976,-0.137611314725037,-0.0574424208338509,0.168944415870117,-0.143129971779666,-0.0549043070893674,0.35641071817162,-0.251528437841305,-0.0320859038930542,0.168941005306352,-0.143129971792194,-0.983402353958104,0.356407307607856,-0.251528437853833,-0.96058395076179,-0.262677567020869
0.251100540161133,259,285,425,20588,-15554,14883,208,0.121700197458267,0.180552318692207,1.15181243419647,0.0259518846869469,0.0607440806925297,0.091186597943306,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,148,5188,9992,7354,0,0,210,358,492,-664,-75,-29772,-740,0.00832609925419092,-0.0581547059118748,1.0239349603653,0.362810730934143,-1.15682244300842,0.614088535308838,0,0,0,0,3.33406652980317e-12,-1.02294787895712e-43,-6.60828336496166e-11,0,0,0,5,152,5032,10008,3665,0,0,0,0,0.0467309542000294,0.112765930593014,0.296670466661453,0.0228929873555899,0.214937478303909,0.388074636459351,0.625905096530914,0.456167370080948,1.08207249641418,6.8321967124939,16.7218322753906,44.0333671569824,4.08538627624512,31.4244632720947,57.3436584472656,92.8535079956055,67.5873947143555,160.440902709961,0.275773723463976,-0.137611314725037,-0.0574424208338509,0.168944415870117,-0.143129971779666,-0.0549043070893674,0.35641071817162,-0.251528437841305,-0.0320859038930542,0.168941005306352,-0.143129971792194,-0.983402353958104,0.356407307607856,-0.251528437853833,-0.96058395076179,-0.262677567020869
0.261199474334717,259,285,427,20588,-15554,14884,208,0.121392965316772,0.1805399954319,1.15199661254883,0.0627491921186447,0.0877228379249573,-0.0311281718313694,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,136,5128,10004,7355,0,0,213,358,493,-664,-84,-29772,-740,0.00856537092477083,-0.0586953833699226,1.0247209072113,0.319437503814697,-1.30644011497498,0.512248337268829,0,0,0,0,2.68375274260768e-12,-1.02294787895712e-43,-6.52407294854385e-11,0,0,0,5,128,4884,10000,3666,0,0,0,0,0.0467309542000294,0.112765930593014,0.296670466661453,0.0228929873555899,0.214937478303909,0.388074636459351,0.625905096530914,0.456167370080948,1.08207249641418,6.8321967124939,16.7218322753906,44.0333671569824,4.08538627624512,31.4244632720947,57.3436584472656,92.8535079956055,67.5873947143555,160.440902709961,0.268816669325793,-0.136087134551163,-0.0595434068537939,0.156977852438287,-0.13980361497845,-0.0544902006337676,0.343608698644834,-0.251071789309105,-0.0364134935873961,0.156974441874524,-0.139803614990978,-0.982988247502504,0.34360528808107,-0.251071789321633,-0.964911540456132,-0.262677567020869
0.271497488021851,259,286,426,20588,-15554,14884,208,0.121207118034363,0.180475518107414,1.15225744247437,0.0254148356616497,-0.0480905398726463,0.0699882432818413,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,144,5156,9988,7356,0,0,212,358,492,-664,-84,-29772,-740,0.00856537092477083,-0.0586953833699226,1.0247209072113,0.319437503814697,-1.30644011497498,0.512248337268829,0,0,0,0,2.02428980695946e-12,-1.02294787895712e-43,-6.31436153364362e-11,0,0,0,5,160,5084,10036,3666,0,0,0,0,0.0467309542000294,0.114374220371246,0.298173666000366,0.0262598507106304,0.214937478303909,0.388074636459351,0.629271984100342,0.459278851747513,1.08855080604553,6.8321967124939,16.4866943359375,43.8135948181152,4.08538627624512,31.4244632720947,56.9396171569824,92.449462890625,67.1324844360352,159.581954956055,0.268816669325793,-0.136087134551163,-0.0595434068537939,0.156977852438287,-0.13980361497845,-0.0544902006337676,0.343608698644834,-0.251071789309105,-0.0364134935873961,0.156974441874524,-0.139803614990978,-0.982988247502504,0.34360528808107,-0.251071789321633,-0.964911540456132,-0.250293275541561
0.281424522399902,259,285,427,20587,-15554,14884,208,0.121178537607193,0.180715620517731,1.15227222442627,0.134205013513565,-0.105574369430542,0.0680038258433342,0,0,0,0.477705240249634,0.477705240249634,-2.22444532482768e-06,-2.14912415685831e-06,0,0,0,5,144,5168,10020,7357,0,0,215,357,550,-664,-90,-29772,-739,0.00763160130009055,-0.0592260621488094,1.02481937408447,0.428442001342773,-1.37984037399292,0.484757333993912,0,0,0,0,1.40653699624849e-12,-1.02294787895712e-43,-6.00940686101836e-11,0,0,0,5,120,4996,10000,3667,0,0,0,0,0.0467309542000294,0.114374220371246,0.298173666000366,0.0262598507106304,0.214937478303909,0.388074636459351,0.629271984100342,0.459278851747513,1.08855080604553,6.8321967124939,16.4866943359375,43.8135948181152,4.08538627624512,31.4244632720947,56.9396171569824,92.449462890625,67.1324844360352,159.581954956055,0.268816669325793,-0.136087134551163,-0.0595434068537939,0.156977852438287,-0.13980361497845,-0.0544902006337676,0.343608698644834,-0.251071789309105,-0.0364134935873961,0.156974441874524,-0.139803614990978,-0.982988247502504,0.34360528808107,-0.251071789321633,-0.964911540456132,-0.250293275541561
